Video ID,Views,Likes,Comments,Duration
1leVFWBlHyE,461402,19917,57,PT2H37M11S
1_vFhS2NpqE,657831,25793,51,PT2H43M53S
dRne0O64sYc,375842,18568,21,PT2H44M37S
p0xKdzWMr2M,530866,21975,69,PT2H30M
t2dPnNZT2IU,335679,16410,16,PT2H15M43S
iptn7nWo5No,643523,23232,64,PT2H47M32S
glqbkOYpBu4,1686246,105761,1653,PT12M3S
CHP3chS1JfA,765774,29812,87,PT2H36M25S
p-vayRJKNRw,1884761,129838,8785,PT14M3S
z5wPshOq2hE,746985,33294,92,PT2H27M16S
OfAMW5cfxlY,679480,37831,632,PT11M48S
Grm6RbyadN8,423736,24539,29,PT3H5M32S
yRvQLE-lE5k,213595,12833,37,PT1H17M19S
Ye6ogiiAvsg,312411,19202,34,PT1H59M28S
dprZTkxnomc,473376,27183,113,PT1H51M33S
M_0l2Rx52g0,519317,28587,71,PT2H49M24S
CPXw-Ur86Kc,570514,32863,606,PT7M24S
yHvz_zbo7oY,351819,15661,22,PT2H47M59S
klqL-GQfYFE,312441,16833,27,PT2H14M42S
SEQWJ8nLR8I,415856,20287,18,PT2H52M43S
WmQGVGJmIY4,587105,36344,513,PT7M50S
t394dd6R7VI,462221,22055,31,PT2H57M56S
MxPEnEWYsyY,612532,43232,1008,PT7M16S
ShrU7quBrMo,556536,27323,45,PT3H39M26S
v2FSvrr9g1k,1418094,70972,896,PT8M57S
M5_20pFhG9Q,305559,16137,25,PT3H11M13S
mipxfK6xe4s,644153,41962,497,PT5M39S
LP89KTrVTJo,171197,9010,16,PT1H32M8S
F1wIcZEDvzg,586157,29088,34,PT3H27M25S
t9FS83acxPk,455343,20834,36,PT3H8M31S
EwHr_29Vs6g,175264,9334,25,PT2H39M7S
T3mjFrudLJk,361238,19651,25,PT2H36M3S
TvbBzoUufkA,2634716,123775,2101,PT14M32S
G-QgTD4wkyc,451875,24194,34,PT3H15M5S
XeskHYMbS2k,94876,6934,181,PT10M39S
_rNkp3BtGVA,269173,15758,26,PT3H33M22S
-iLg-oBUyvY,242793,16037,35,PT2H44M43S
H6O52_ihYu8,286843,16751,25,PT1H48M52S
5SIQKxGAW5s,195741,10145,174,PT2H22M47S
fRtOelRHPTI,351072,26483,457,PT10M5S
N9Q4hgjo8ns,302284,16122,43,PT2H8M59S
3KK-68RthVg,768024,48537,930,PT13M45S
xDj1rcXnnP0,241128,13008,16,PT2H37M51S
HBk3JOUFr2Q,266390,14195,20,PT2H8M49S
0zp1o4tVbQw,297179,14966,36,PT2H20M19S
oHE3A9N4Yas,214085,11359,28,PT2H33M36S
kBBq4EXbaQY,229323,15141,258,PT17M42S
9bA4EfvwMwU,211405,12160,19,PT3H2M29S
SVi0JRpNvJg,968807,53827,641,PT11M7S
g0NoIIVOcLM,344533,25081,623,PT8M41S
21MUxv11ncQ,132949,7818,20,PT1H46M47S
job9lVybOHI,148311,12148,27,PT1H21M19S
1qxOrghgy84,181187,9142,13,PT1H29M40S
HbLJ5dHjqck,221649,11461,24,PT2H24M4S
48Ojd0Z1Tmg,396469,22393,483,PT11M24S
O8Vq0lOHjVM,223500,10973,13,PT2H41M8S
6-bJdnIo49Q,276336,14465,12,PT3H10M20S
2mf8NSdPAl8,257540,12467,26,PT2H44M57S
mAvTXafB7f8,605847,43529,810,PT8M47S
0gijctHa36M,191921,8665,13,PT1H44M1S
ZyxfWgn3bU0,131600,7476,5,PT1H21M52S
fZn5dLq4pF4,218016,11053,16,PT1H42M59S
n1r4f4enkjE,131749,8040,10,PT2H10M47S
hulXNu0PGNg,272556,15631,22,PT3H7M3S
1fUQkmwXOOM,144972,7895,16,PT2H13M45S
M_RLM8ES8qc,233956,17313,383,PT14M56S
Hda_CZWaAck,240186,12122,16,PT1H40M59S
q4nHtmRtRIU,182872,8954,27,PT2H6M17S
gEiW2HgWWPM,245743,11980,28,PT3H3M5S
bNffmFGSHoY,810615,35974,471,PT6M49S
ZvXo22mwLZA,139349,7460,16,PT1H54M23S
N1IPjcTCG8c,376761,16042,18,PT3H37M29S
4hl5d67SC6E,281915,13830,20,PT2H34M5S
ZT7ZLOomqM4,359005,16698,26,PT4H23M10S
bt8wDrmg1DE,329784,15071,21,PT2H47M56S
p9mUCizJ_y4,388117,16256,43,PT2H37M9S
z3yyg6bkmAo,263787,12243,21,PT1H50M19S
C5yc3BxidFs,517036,22804,34,PT3H26M38S
4HoLfqzv-aY,468367,23027,45,PT2H48M31S
2bzh4Yj-gIY,1977392,81777,1234,PT15M22S
DQp5iQRG1VE,363846,15456,28,PT4H8M10S
iwEe9ufLq_g,322603,14469,28,PT3H24M48S
glaEaM4w8rM,333661,15459,24,PT3H37M42S
DRcCws_5H-k,283029,14298,33,PT3H52M26S
ELjh61_zlYo,254334,13964,44,PT2H4M39S
qj3eMl962zQ,140202,8268,10,PT1H16M54S
WUVvr0nbK6g,186072,9793,15,PT2H19M7S
Q0VpBPaiUUI,200707,10450,15,PT2H10M21S
DxjcZUX32f8,201231,9914,12,PT3H35M52S
8ZKcajItgw4,144584,7805,10,PT1H56M41S
3_tyk4qLv7A,318498,16908,16,PT3H50M39S
JSPMZtepDGs,323709,18530,5,PT4H16M29S
NNm23a6MLek,143365,9593,10,PT2H6M32S
vBh9gbpRv-w,185859,10506,14,PT2H16M8S
nS4UJbK523M,16064,1192,12,PT1M51S
WvYpb2r2nC4,157436,7891,36,PT2H24M36S
iWvWb5Ud_B8,176154,9701,27,PT3H32M32S
5o-ppUnSCB4,343347,17017,27,PT2H10M31S
DPQFLwooDw4,216216,14900,0,PT10M23S
u0Ki4v1Hqu4,224524,12795,27,PT2H27M6S
3lJ5RhhEJlQ,84728,6029,17,PT2H32M20S
IKD79gkE5I4,130545,7909,12,PT1H56M54S
EbC03SPfpcc,113946,7216,17,PT2H6M30S
AAsBlZV4mB0,228730,13224,18,PT3H6M33S
L6vWKLQ8a44,142071,8885,56,PT2H20M3S
9sCxK0JudlY,195392,11916,33,PT2H25M6S
RaZ4x5Xp6xc,202854,13302,38,PT2H1M9S
YZ8Ut1srooA,119412,8349,12,PT2H20M48S
qJqkYLWxgYs,134295,9269,12,PT2H43M57S
nsOyi_i7KDA,138715,10352,16,PT2H34M18S
2lhvkazsoqk,69990,5920,13,PT2H20M21S
cBtospLP3rA,153250,10855,21,PT1H59M37S
RqByfGdUFtk,235961,13327,80,PT1H55M37S
qVijg87DXsM,130119,9474,34,PT1H33M6S
Jf4d0HSTQi4,225848,15691,36,PT1H45M25S
2V-ByWGXFu8,172646,12239,28,PT1H14M58S
OHUlQx5Zwyc,155654,11806,33,PT1H53M7S
YxAqT0BuwoM,193975,16237,45,PT2H21M43S
Dj9Fi16Bk6w,366744,22292,648,PT5M13S
KTiQ1f3l1bo,399664,22844,682,PT6M3S
uh4F701zcIk,106071,6942,17,PT2H19M37S
vZLJW7h-EZQ,73227,5792,48,PT1H34M25S
IwGxTewnxTU,330599,20764,535,PT5M44S
kylvbbfMLZM,522630,30425,636,PT5M36S
bZDMMpMssnI,157386,10283,42,PT1H49M24S
I2FnBXJWBWI,65834,4330,37,PT1H38M19S
LE7JI-zJQBQ,61197,4137,19,PT1H41M36S
dsvCuF9g5m4,3010815,142015,2675,PT4M57S
lDsKrHW2THw,50503,3663,11,PT1H34M54S
z83Lkh__oOs,101908,6586,45,PT1H31M37S
ymTKxHt6Qpw,89278,6477,74,PT2H15M37S
lXDI5X4a8h8,243282,15498,435,PT6M10S
olo-yPdfclk,43306,3320,22,PT1H18M36S
FUM2f8h0TOw,66304,4205,16,PT2H3M7S
-cyQuqMX1w4,62404,3883,28,PT2H3M20S
LB3vRzyjdR8,292232,17814,485,PT5M35S
bL2DdQWQIkU,63424,3858,16,PT2H11M32S
xvXE_2kiRHI,52425,2880,18,PT1H18M25S
rv2IffpNE98,317959,18671,583,PT7M8S
WzKKpeCmykc,63700,4218,29,PT1H12M25S
xBPB6lYgixo,62574,4059,41,PT53M9S
gB8tCQgE7K0,44747,3330,8,PT1H44M49S
dhJtElvVkvU,465354,24324,700,PT6M7S
uZHceXmMmAc,43187,3305,14,PT1H43M42S
tZS9ZoYawHY,26180,2308,17,PT1H9M28S
c-qlsFvJgyM,39657,2958,30,PT55M23S
Zz0ogHgKgmY,40369,2767,35,PT1H22M45S
9AttrCiYDyw,568676,31461,669,PT8M51S
m0hmciLo2Fo,74921,4713,10,PT2H12M53S
sI3FqYG5Qr4,45552,2604,12,PT1H19M24S
y62JzAz6i9I,25053,1721,6,PT47M14S
W3QKVQAQz5Q,43425,2684,10,PT1H7M10S
JMBjENjBMa8,35864,2705,17,PT1H36M17S
7VY6tKtM-V4,100960,6624,42,PT2H21M
q21yVRiAUTE,471167,27519,580,PT9M57S
yKywWs-vFb8,33496,2455,19,PT1H5M55S
MyRNvSMZ9m8,26863,2124,22,PT1H29M53S
aKyRkJTRwDc,46389,3263,15,PT2H1M48S
6NisKMPuxEU,17940,1618,20,PT1H17M32S
EKKRWMozcd4,326090,18558,326,PT7M34S
0zK8yvVBDi4,42444,3272,11,PT1H27M6S
xyQvO5NZKaY,31717,2145,10,PT1H18M53S
OWRayAk9Two,31966,3148,14,PT1H16M27S
Y_EJiTQrD6k,279096,15308,397,PT9M43S
sRLwUwylvxs,18295,1132,12,PT1H57M58S
Q1_IBrLjZRI,10911,917,4,PT1H39M58S
HQaSC83YaHk,17649,1264,7,PT2H13M53S
beFEVX-zSZg,7135,622,2,PT1H30M57S
SxgtSpE4HFc,9651,782,2,PT1H24M50S
Hlyl0QkZC5c,13245,1196,3,PT1H53M20S
d1w0oiR4bro,14138,1171,5,PT1H30M54S
GtZu1R54Q50,34502,1668,150,PT2M8S
UGTngSuNjt4,23617,1836,3,PT2H19M47S
LgmgZK0MsC0,29187,2342,4,PT2H15M8S
ru38mE6fV54,14180,1181,5,PT1H24M
UpMP7-mIbms,12643,1181,28,PT1H31M
yeB32VHF7Wo,83607,5347,632,PT1M53S
1efG6kahWGE,11679,905,16,PT48M49S
1h6XlhrT758,12672,965,12,PT1H54M11S
7BTo2TdWjJM,9409,558,20,PT49M54S
ZVbPDZaN-f4,13174,653,134,PT2M3S
vku8P8SZkfM,29876,2101,146,PT3M58S
G8oLNGiE3dA,6104,384,4,PT2H41M53S
rE5M-JrhwZ4,26809,1433,32,PT50M39S
sr6AW5Pk6Hw,12356,726,11,PT1H50M52S
1MPjR8YNokE,10629,539,12,PT1H39M17S
xtRiuF-8u8M,5958,227,9,PT23M27S
xDRlLAHX22I,7712,454,33,PT5M50S
2mafQpZytB4,3489,205,6,PT45M46S
Yz0VKfk8sb4,4198,264,10,PT45M37S
536s0EyDKSM,4502,250,1,PT1H10M10S
atj-iT3j1Xc,8171,355,9,PT40M48S
7mfwh_Wkt_U,7679,315,9,PT29M47S
h0F0JIFxLT0,7830,362,21,PT24M26S
ys_SCiSwCTQ,4756,263,6,PT1H14M48S
447TiE-tbYQ,6106,389,6,PT1H43M51S
LnmMucxT6Eg,5848,340,6,PT1H36M18S
YZAbo8Qy1DU,10493,664,14,PT1H17M52S
vca-0j5gm-A,6830,449,7,PT1H47M57S
_bAWpPRDUoo,10550,815,10,PT1H58M31S
RYeqN9ZBi3E,28749,1661,71,PT56M43S
iXQtnL6ZNh4,9779,433,78,PT4M11S
uzzk8y6MVZE,9626,522,49,PT2M24S
mGpHrc6XHT8,10346,518,51,PT8M22S
FUdtf4X8V7Y,152969,4888,163,PT4M5S
e2ULWs_FJc0,18525,782,98,PT4M25S
JqV3NeYTH5k,43301,1434,267,PT10M36S
61tYi_ai46s,25368,1401,248,PT6M47S
LZisGAlmYdQ,196807,6684,624,PT5M10S
U8moTdYL-JA,58218,3147,382,PT4M35S
gqhCnqNuwj4,160821,6663,511,PT5M41S
LnTxh8SYybI,46344,2330,176,PT14M15S
x8NVWTo8d0Q,34644,1380,64,PT2M28S
-1gn9EFPYA0,61603,2602,179,PT4M52S
iAt8T2SLxtg,79997,4472,380,PT12M45S
dun-qhYp3-c,5674,191,31,PT3M49S
55-8DNUmGH8,5799,285,69,PT3M50S
97DC86-Pzr4,1769,103,42,PT3M53S
XdwCxSYJgFE,1982,113,65,PT4M14S
3k-pN5nzPCo,2525,133,102,PT4M4S
jK7UjNYoN3s,3171,138,45,PT3M55S
ur3bJ3IB8Ko,2306,129,56,PT4M1S
oDRCC3HNcbU,1741,121,66,PT3M49S
psnOLot2GOo,2258,137,33,PT3M59S
BXQHdFZxMUU,2086,145,63,PT4M5S
o4zl9H45Uxg,3489,205,91,PT3M43S
8moc9T0yruE,4112,243,83,PT3M39S
AhPP_IOrPvE,9713,484,59,PT4M8S
WHNbW7U-y-E,8662,480,89,PT4M8S
gbv2DvhXFEU,66175,4211,280,PT4M59S
